Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2025-09-24 23:15:00+00:00,113408.84375,113462.3671875,113261.2890625,113407.0859375,743768064
2025-09-24 23:30:00+00:00,113254.0078125,113404.7734375,113254.0078125,113404.7734375,168370176
2025-09-24 23:45:00+00:00,113348.765625,113378.0234375,113261.8125,113261.8125,891314176
2025-09-25 00:00:00+00:00,113520.2734375,113540.625,113331.84375,113340.0625,14221312
2025-09-25 00:15:00+00:00,113290.1015625,113511.84375,113269.0390625,113511.84375,763510784
2025-09-25 00:30:00+00:00,113268.6796875,113315.3671875,113142.3046875,113220.890625,115322880
2025-09-25 00:45:00+00:00,113096.4921875,113272.9453125,113044.078125,113259.796875,147046400
2025-09-25 01:00:00+00:00,113344.4140625,113344.4140625,113029.09375,113090.7109375,1618153472
2025-09-25 01:15:00+00:00,113137.859375,113354.125,113097.1171875,113354.125,364781568
2025-09-25 01:30:00+00:00,112737.9921875,113114.6953125,112737.9921875,113114.6953125,1405493248
2025-09-25 01:45:00+00:00,112662.015625,112829.09375,112538.75,112748.3984375,854528000
2025-09-25 02:00:00+00:00,112721.4453125,112876.8828125,112688.9140625,112688.9140625,1956749312
2025-09-25 02:15:00+00:00,112761.1953125,112761.1953125,112568.4765625,112699.5625,730259456
2025-09-25 02:30:00+00:00,112916.328125,113163.609375,112782.6328125,112782.6328125,2050011136
2025-09-25 02:45:00+00:00,112929.203125,113020.46875,112886.4140625,112932.078125,585613312
2025-09-25 03:00:00+00:00,112760.4453125,112928.46875,112760.4453125,112928.46875,280121344
2025-09-25 03:15:00+00:00,112488.453125,112758.578125,112488.453125,112756.828125,737923072
2025-09-25 03:30:00+00:00,112483.75,112545.8671875,112465.3828125,112488.453125,389619712
2025-09-25 03:45:00+00:00,112568.765625,112568.765625,112407.734375,112452.578125,267767808
2025-09-25 04:00:00+00:00,112297.0859375,112606.0390625,112297.0859375,112542.5859375,560095232
2025-09-25 04:15:00+00:00,111954.3359375,112278.2109375,111781.4921875,112278.2109375,483987456
2025-09-25 04:30:00+00:00,111720.875,111891.328125,111720.875,111866.7265625,528957440
2025-09-25 04:45:00+00:00,111713.3046875,111885.8203125,111653.546875,111883.1328125,1306075136
2025-09-25 05:00:00+00:00,111870.1484375,111909.109375,111663.9140625,111763.9375,595271680
2025-09-25 05:15:00+00:00,111987.21875,112012.3203125,111857.125,111857.125,187924480
2025-09-25 05:30:00+00:00,111824.828125,111973.6796875,111824.828125,111973.6796875,1809272832
2025-09-25 05:45:00+00:00,111763.1171875,111796.7421875,111683.71875,111796.7421875,52461568
2025-09-25 06:00:00+00:00,111669.5546875,111787.90625,111669.5546875,111747.2734375,42524672
2025-09-25 06:15:00+00:00,111730.609375,111822.75,111637.640625,111637.640625,109121536
2025-09-25 06:30:00+00:00,111714.4921875,111821.6015625,111714.4921875,111726.71875,638324736
2025-09-25 06:45:00+00:00,111535.8515625,111680.296875,111535.8515625,111662.078125,117510144
2025-09-25 07:00:00+00:00,111668.0703125,111717.7890625,111525.8828125,111553.734375,1145466880
2025-09-25 07:15:00+00:00,111883.46875,111888.21875,111640.8046875,111640.8046875,1109151744
2025-09-25 07:30:00+00:00,111874.3671875,111879.7890625,111826.6953125,111877.703125,43077632
2025-09-25 07:45:00+00:00,111778.8203125,111870.75,111778.8203125,111870.75,143355904
2025-09-25 08:00:00+00:00,111944.03125,111944.03125,111781.4609375,111781.4609375,776929280
2025-09-25 08:15:00+00:00,112006.9765625,112024.625,111931.265625,112024.625,388726784
2025-09-25 08:30:00+00:00,111822.59375,112057.515625,111822.59375,112057.515625,1272758272
2025-09-25 08:45:00+00:00,111750.6953125,111810.2734375,111750.6953125,111802.3515625,193536000
2025-09-25 09:00:00+00:00,111896.78125,111900.203125,111760.03125,111766.2265625,888152064
2025-09-25 09:15:00+00:00,112146.3125,112214.4765625,111907.78125,111907.78125,653856768
2025-09-25 09:30:00+00:00,111868.5390625,112135.609375,111868.109375,112135.609375,1342668800
2025-09-25 09:45:00+00:00,111629.6640625,111882.0625,111629.6640625,111882.0625,775151616
2025-09-25 10:00:00+00:00,111698.296875,111698.296875,111576.5703125,111608.7265625,158994432
2025-09-25 10:15:00+00:00,111810.0390625,111875.359375,111714.890625,111714.890625,958767104
2025-09-25 10:30:00+00:00,111730.9921875,111811.5703125,111730.9921875,111793.296875,11280384
2025-09-25 10:45:00+00:00,111677.4609375,111686.0546875,111631.09375,111652.1015625,672239616
2025-09-25 11:00:00+00:00,111522.609375,111736.7578125,111522.609375,111681.0234375,95186944
2025-09-25 11:15:00+00:00,111595.5,111595.5,111500.078125,111574.84375,97165312
2025-09-25 11:30:00+00:00,111450.578125,111592.765625,111427.9140625,111563.2890625,78282752
2025-09-25 11:45:00+00:00,111380.2109375,111469.125,111380.2109375,111435.046875,290156544
2025-09-25 12:00:00+00:00,111623.5078125,111657.9609375,111360.4296875,111378.28125,1042575360
2025-09-25 12:15:00+00:00,111497.546875,111627.4765625,111495.296875,111627.4765625,1058058240
2025-09-25 12:30:00+00:00,111440.9140625,111654.5859375,111311.7109375,111311.7109375,1504796672
2025-09-25 12:45:00+00:00,111220.3046875,111431.5,111220.3046875,111431.5,275423232
2025-09-25 13:00:00+00:00,111084.0625,111153.90625,110906.0625,111153.90625,1762381824
2025-09-25 13:15:00+00:00,111672.0234375,111672.0234375,111270.953125,111270.953125,1288704000
2025-09-25 13:30:00+00:00,110710.015625,111687.3203125,110710.015625,111644.2734375,1364180992
2025-09-25 13:45:00+00:00,110917.4375,111025.765625,110743.28125,110748.1875,664354816
2025-09-25 14:00:00+00:00,111265.640625,111289.1015625,111013.71875,111013.71875,386310144
2025-09-25 14:15:00+00:00,111636.09375,111727.3828125,111318.4296875,111318.4296875,531091456
2025-09-25 14:30:00+00:00,111479.2265625,111757.7265625,111417.1484375,111588.4609375,1919016960
2025-09-25 14:45:00+00:00,111609.25,111609.25,111441.4453125,111514.2578125,285716480
2025-09-25 15:00:00+00:00,111311.6796875,111616.96875,111248.9765625,111613.4921875,756363264
2025-09-25 15:15:00+00:00,110964.375,111364.0859375,110947.296875,111332.1171875,71864320
2025-09-25 15:30:00+00:00,111447.53125,111447.53125,110979.90625,110979.90625,1272823808
2025-09-25 15:45:00+00:00,111532.453125,111532.453125,111332.5,111340.828125,279875584
2025-09-25 16:00:00+00:00,111614.4140625,111695.0546875,111592.453125,111594.4453125,133767168
2025-09-25 16:15:00+00:00,111212.3984375,111538.0546875,111212.3984375,111538.0546875,162566144
2025-09-25 16:30:00+00:00,111122.9609375,111287.1015625,111045.46875,111163.953125,1025331200
2025-09-25 16:45:00+00:00,111011.484375,111127.125,110954.71875,111127.125,463495168
2025-09-25 17:00:00+00:00,110583.1640625,110988.3125,110583.1640625,110988.3125,257933312
2025-09-25 17:15:00+00:00,110045.390625,110385.3671875,109967.4609375,110385.3671875,2416205824
2025-09-25 17:30:00+00:00,109437.7890625,109988.8046875,109437.7890625,109988.8046875,1514864640
2025-09-25 17:45:00+00:00,108936.5546875,109432.625,108936.5546875,109395.2109375,1557516288
2025-09-25 18:00:00+00:00,108952.6484375,109049.5,108725.28125,108859.0,1983148032
2025-09-25 18:15:00+00:00,109474.4453125,109666.0390625,109180.4921875,109227.0234375,1949454336
2025-09-25 18:30:00+00:00,109575.3359375,109636.1640625,109348.0703125,109498.8984375,597876736
2025-09-25 18:45:00+00:00,109823.4609375,109823.4609375,109396.3359375,109527.0390625,1179439104
2025-09-25 19:00:00+00:00,109693.4453125,109911.6015625,109689.609375,109911.6015625,1835687936
2025-09-25 19:15:00+00:00,109832.765625,109976.625,109691.4921875,109691.4921875,457555968
2025-09-25 19:30:00+00:00,109587.125,109921.5546875,109573.1796875,109921.5546875,1496825856
2025-09-25 19:45:00+00:00,109417.9296875,109560.375,109370.796875,109560.375,420470784
2025-09-25 20:00:00+00:00,109260.6484375,109487.1328125,109260.6484375,109351.2109375,841957376
2025-09-25 20:15:00+00:00,109392.1796875,109428.203125,109274.1328125,109285.640625,1252245504
2025-09-25 20:30:00+00:00,109235.0234375,109383.484375,109132.796875,109380.3515625,971317248
2025-09-25 20:45:00+00:00,109130.3125,109313.21875,109102.21875,109234.65625,1127489536
2025-09-25 21:00:00+00:00,109515.3203125,109688.109375,109181.125,109181.125,630571008
2025-09-25 21:15:00+00:00,109421.2578125,109596.171875,109421.2578125,109496.359375,828760064
2025-09-25 21:30:00+00:00,109147.4609375,109371.7421875,109131.7265625,109369.375,206659584
2025-09-25 21:45:00+00:00,109480.6640625,109504.5,109198.7421875,109198.7421875,637714432
2025-09-25 22:00:00+00:00,109544.640625,109561.2265625,109385.28125,109461.984375,0
2025-09-25 22:15:00+00:00,109525.578125,109595.984375,109525.578125,109565.4453125,239296512
2025-09-25 22:30:00+00:00,109444.0859375,109527.203125,109425.25,109527.203125,798171136
2025-09-25 22:45:00+00:00,109464.2421875,109477.5390625,109326.28125,109477.5390625,19685376
2025-09-25 23:00:00+00:00,109556.1484375,109690.1328125,109471.609375,109471.609375,357466112
2025-09-25 23:15:00+00:00,109457.6953125,109574.03125,109348.875,109546.140625,720404480
2025-09-25 23:30:00+00:00,109120.515625,109496.1484375,108965.21875,109496.1484375,4313620480
2025-09-25 23:45:00+00:00,109050.71875,109112.0,108948.1015625,109112.0,582049792
2025-09-26 00:00:00+00:00,109338.5390625,109376.59375,109014.1015625,109014.1015625,834101248
2025-09-26 00:15:00+00:00,109400.8359375,109425.3359375,109294.859375,109342.9765625,240107520
2025-09-26 00:30:00+00:00,108958.5625,109365.2734375,108958.5625,109365.2734375,1001979904
2025-09-26 00:45:00+00:00,109520.125,109569.6875,108919.4375,108919.4375,839933952
2025-09-26 01:00:00+00:00,109613.3828125,109613.3828125,109388.3203125,109525.078125,823164928
2025-09-26 01:15:00+00:00,109695.75,109755.2890625,109658.859375,109671.3671875,105963520
2025-09-26 01:30:00+00:00,109627.4765625,109715.171875,109627.4765625,109646.8984375,0
2025-09-26 01:45:00+00:00,109710.296875,109799.578125,109674.2421875,109675.1953125,732463104
2025-09-26 02:00:00+00:00,109657.484375,109835.8125,109641.5859375,109724.015625,0
2025-09-26 02:15:00+00:00,109615.8359375,109805.28125,109615.8359375,109706.421875,845373440
2025-09-26 02:30:00+00:00,109656.6328125,109707.1171875,109581.1875,109581.1875,23699456
2025-09-26 02:45:00+00:00,109657.5859375,109791.5859375,109646.40625,109672.8359375,89407488
2025-09-26 03:00:00+00:00,109553.21875,109668.546875,109464.9609375,109668.546875,109993984
2025-09-26 03:15:00+00:00,109425.2890625,109590.0625,109425.2890625,109574.34375,105275392
2025-09-26 03:30:00+00:00,109435.6015625,109435.6015625,109365.3984375,109399.2734375,0
2025-09-26 03:45:00+00:00,109632.96875,109655.25,109415.46875,109457.125,0
2025-09-26 04:00:00+00:00,109565.9140625,109634.6875,109509.9921875,109634.6875,715579392
2025-09-26 04:15:00+00:00,109515.21875,109652.640625,109509.15625,109560.5078125,0
2025-09-26 04:30:00+00:00,109307.28125,109491.703125,109306.78125,109491.703125,391929856
2025-09-26 04:45:00+00:00,109384.125,109411.15625,109299.96875,109299.96875,0
2025-09-26 05:00:00+00:00,109428.3671875,109482.6328125,109385.2578125,109392.375,656416768
2025-09-26 05:15:00+00:00,109603.5703125,109633.0703125,109481.7890625,109481.7890625,0
2025-09-26 05:30:00+00:00,109401.9375,109602.7890625,109383.5859375,109602.7890625,643022848
2025-09-26 05:45:00+00:00,109318.796875,109412.0390625,109156.75,109412.0390625,84688896
2025-09-26 06:00:00+00:00,109158.828125,109321.8359375,109135.7734375,109315.0859375,993878016
2025-09-26 06:15:00+00:00,109636.328125,109636.328125,109347.09375,109347.09375,1009983488
2025-09-26 06:30:00+00:00,109641.7578125,109684.1171875,109487.6484375,109529.15625,53395456
2025-09-26 06:45:00+00:00,109396.375,109628.8828125,109396.375,109628.8828125,1325428736
2025-09-26 07:00:00+00:00,109569.6015625,109569.6015625,109420.515625,109420.515625,1997463552
2025-09-26 07:15:00+00:00,109441.4765625,109652.8046875,109441.4765625,109623.1953125,0
2025-09-26 07:30:00+00:00,109107.625,109403.296875,109077.234375,109403.296875,1109983232
2025-09-26 07:45:00+00:00,109342.9296875,109342.9296875,109032.390625,109032.390625,2484166656
2025-09-26 08:00:00+00:00,109524.2265625,109575.203125,109456.859375,109473.609375,661094400
2025-09-26 08:15:00+00:00,109508.296875,109590.3203125,109508.296875,109517.6875,349069312
2025-09-26 08:30:00+00:00,109659.8125,109659.8125,109558.625,109582.9140625,242884608
2025-09-26 08:45:00+00:00,109612.8828125,109689.234375,109612.8828125,109686.1796875,811982848
2025-09-26 09:00:00+00:00,109689.4296875,109689.4296875,109558.1328125,109616.6796875,236249088
2025-09-26 09:15:00+00:00,109739.953125,109770.34375,109697.5625,109730.1015625,0
2025-09-26 09:30:00+00:00,109511.5078125,109733.0078125,109511.5078125,109733.0078125,0
2025-09-26 09:45:00+00:00,109613.8359375,109659.2734375,109496.390625,109496.390625,625582080
2025-09-26 10:00:00+00:00,109232.2890625,109630.921875,109232.2890625,109630.921875,152166400
2025-09-26 10:15:00+00:00,109178.734375,109259.34375,109126.6875,109259.34375,88416256
2025-09-26 10:30:00+00:00,108917.34375,109166.8125,108912.7890625,109162.0,978567168
2025-09-26 10:45:00+00:00,108968.0703125,109001.2421875,108865.8203125,108906.859375,616349696
2025-09-26 11:00:00+00:00,108869.0703125,109000.3125,108851.7421875,108963.7109375,1413980160
2025-09-26 11:15:00+00:00,108818.7578125,108840.34375,108754.2578125,108839.4375,1328783360
2025-09-26 11:30:00+00:00,109170.4375,109170.4375,108795.5078125,108795.5078125,76267520
2025-09-26 11:45:00+00:00,109177.6875,109249.4375,109076.3671875,109109.9375,37888000
2025-09-26 12:00:00+00:00,108985.40625,109151.8515625,108978.9609375,109149.6328125,585252864
2025-09-26 12:15:00+00:00,109118.078125,109118.078125,108899.8671875,108967.8984375,1635041280
2025-09-26 12:30:00+00:00,109420.109375,109584.671875,109124.390625,109124.390625,60203008
2025-09-26 12:45:00+00:00,109468.640625,109551.796875,109278.796875,109551.796875,49037312
2025-09-26 13:00:00+00:00,109257.515625,109454.5859375,109257.515625,109435.3203125,512745472
2025-09-26 13:15:00+00:00,109268.125,109368.6640625,109152.0625,109237.796875,310362112
2025-09-26 13:30:00+00:00,109641.9609375,109641.9609375,109110.8046875,109231.2734375,488472576
2025-09-26 13:45:00+00:00,109744.421875,109783.3046875,109600.1484375,109643.4140625,667082752
2025-09-26 14:00:00+00:00,109503.8828125,109770.90625,109434.6484375,109770.90625,787161088
2025-09-26 14:15:00+00:00,109041.0,109440.515625,108996.7578125,109351.84375,73441280
2025-09-26 14:30:00+00:00,108919.7890625,109082.0234375,108919.7890625,109058.421875,329539584
2025-09-26 14:45:00+00:00,108884.171875,109172.78125,108884.171875,108954.8046875,1389445120
2025-09-26 15:00:00+00:00,108994.3515625,109132.1171875,108911.4453125,108911.4453125,1004437504
2025-09-26 15:15:00+00:00,109323.6640625,109323.6640625,108992.296875,108992.296875,245833728
2025-09-26 15:30:00+00:00,109367.7265625,109393.5625,109255.6640625,109369.125,888045568
2025-09-26 15:45:00+00:00,109108.59375,109316.390625,109107.9921875,109293.046875,1988083712
2025-09-26 16:00:00+00:00,109344.6015625,109344.6015625,109073.8046875,109073.8046875,611500032
2025-09-26 16:15:00+00:00,109551.1796875,109665.4921875,109322.765625,109322.765625,105160704
2025-09-26 16:30:00+00:00,109376.4140625,109597.875,109356.2421875,109572.7890625,718503936
2025-09-26 16:45:00+00:00,109500.84375,109500.84375,109372.21875,109399.953125,786022400
2025-09-26 17:00:00+00:00,109644.3203125,109644.3203125,109488.1484375,109512.5234375,8355840
2025-09-26 17:15:00+00:00,109997.4140625,109997.4140625,109589.6171875,109625.453125,0
2025-09-26 17:30:00+00:00,109980.9609375,110020.8359375,109794.3515625,109945.859375,38789120
2025-09-26 17:45:00+00:00,109903.2734375,110034.6953125,109854.09375,110008.3984375,0
2025-09-26 18:00:00+00:00,110001.1015625,110075.5625,109892.28125,109968.640625,277962752
2025-09-26 18:15:00+00:00,110285.2578125,110340.0390625,110078.484375,110078.484375,0
2025-09-26 18:30:00+00:00,109942.53125,110267.9296875,109942.53125,110267.9296875,1243156480
2025-09-26 18:45:00+00:00,109832.65625,109996.6875,109832.65625,109937.2578125,1295269888
2025-09-26 19:00:00+00:00,109563.8046875,109797.53125,109561.265625,109797.53125,529215488
2025-09-26 19:15:00+00:00,109406.84375,109728.6953125,109406.84375,109599.9765625,796049408
2025-09-26 19:30:00+00:00,109111.640625,109354.703125,109103.9296875,109354.703125,46395392
2025-09-26 19:45:00+00:00,109220.7109375,109282.84375,109124.6796875,109139.8671875,835772416
2025-09-26 20:00:00+00:00,109293.90625,109316.6171875,109197.46875,109237.96875,827752448
2025-09-26 20:15:00+00:00,109212.734375,109357.2265625,109161.703125,109357.2265625,969142272
2025-09-26 20:30:00+00:00,109248.0,109298.9921875,109230.3125,109230.3125,683520000
2025-09-26 20:45:00+00:00,109359.8359375,109359.8359375,109247.640625,109247.640625,782553088
2025-09-26 21:00:00+00:00,109311.765625,109357.3125,109268.84375,109357.3125,0
2025-09-26 21:15:00+00:00,109489.9609375,109492.2734375,109400.9765625,109492.2734375,149991424
2025-09-26 21:30:00+00:00,109476.4296875,109492.21875,109466.9296875,109492.21875,809222144
2025-09-26 21:45:00+00:00,109560.875,109569.890625,109394.1953125,109432.3984375,822931456
2025-09-26 22:00:00+00:00,109541.0,109541.0,109432.515625,109519.109375,721313792
2025-09-26 22:15:00+00:00,109558.2265625,109613.328125,109519.484375,109554.734375,928874496
2025-09-26 22:30:00+00:00,109618.2421875,109618.2421875,109544.5703125,109590.1484375,950824960
2025-09-26 22:45:00+00:00,109600.4609375,109668.1953125,109598.2109375,109607.6015625,0
2025-09-26 23:00:00+00:00,109554.515625,109613.125,109533.3671875,109613.125,0
2025-09-26 23:15:00+00:00,109600.0703125,109603.34375,109506.0234375,109545.0,653824000
2025-09-26 23:30:00+00:00,109700.0546875,109717.2734375,109625.78125,109625.78125,0
2025-09-26 23:45:00+00:00,109716.9140625,109720.859375,109697.28125,109708.90625,0
2025-09-27 00:00:00+00:00,109675.7578125,109702.3671875,109649.578125,109702.3671875,1221328896
2025-09-27 00:15:00+00:00,109643.578125,109703.78125,109574.734375,109664.734375,64864256
2025-09-27 00:30:00+00:00,109564.4296875,109650.8671875,109546.03125,109650.8671875,867098624
2025-09-27 00:45:00+00:00,109644.4765625,109650.0,109547.2734375,109555.9140625,608100352
2025-09-27 01:00:00+00:00,109569.234375,109703.34375,109569.234375,109691.515625,0
2025-09-27 01:15:00+00:00,109518.0390625,109595.0078125,109500.84375,109595.0078125,23404544
2025-09-27 01:30:00+00:00,109442.84375,109554.203125,109437.296875,109528.6171875,42852352
2025-09-27 01:45:00+00:00,109475.515625,109479.0,109418.6953125,109418.6953125,75542528
2025-09-27 02:00:00+00:00,109490.8046875,109529.1171875,109476.4609375,109499.6328125,789532672
2025-09-27 02:15:00+00:00,109411.8203125,109514.3203125,109399.9765625,109501.484375,0
2025-09-27 02:30:00+00:00,109500.140625,109512.6796875,109400.890625,109403.2890625,961675264
2025-09-27 02:45:00+00:00,109468.6484375,109507.4140625,109461.2109375,109506.96875,121008128
2025-09-27 03:00:00+00:00,109503.7109375,109548.6875,109479.5546875,109479.5546875,64532480
2025-09-27 03:15:00+00:00,109623.015625,109632.1484375,109508.2109375,109508.2109375,46960640
2025-09-27 03:30:00+00:00,109734.5390625,109772.25,109618.9453125,109620.4609375,1126928384
2025-09-27 03:45:00+00:00,109595.734375,109700.8203125,109595.734375,109700.8203125,968916992
2025-09-27 04:00:00+00:00,109608.3046875,109665.8203125,109595.3125,109597.8203125,1608822784
2025-09-27 04:15:00+00:00,109660.9140625,109671.7578125,109601.8984375,109618.203125,766468096
2025-09-27 04:30:00+00:00,109677.3515625,109758.765625,109676.5859375,109751.7890625,1056014336
2025-09-27 04:45:00+00:00,109707.859375,109731.375,109673.046875,109680.5546875,30593024
2025-09-27 05:00:00+00:00,109684.46875,109709.4453125,109661.7578125,109709.3125,0
2025-09-27 05:15:00+00:00,109683.4375,109706.0078125,109659.5859375,109679.859375,0
2025-09-27 05:30:00+00:00,109717.4609375,109729.46875,109665.90625,109665.90625,0
2025-09-27 05:45:00+00:00,109690.2265625,109731.0859375,109676.59375,109716.4375,33603584
2025-09-27 06:00:00+00:00,109649.984375,109675.4453125,109635.7578125,109658.1875,0
2025-09-27 06:15:00+00:00,109597.609375,109656.640625,109575.734375,109651.8046875,0
2025-09-27 06:30:00+00:00,109574.359375,109606.078125,109565.640625,109601.84375,870952960
2025-09-27 06:45:00+00:00,109595.2578125,109596.4140625,109563.7578125,109580.734375,0
2025-09-27 07:00:00+00:00,109610.03125,109620.6953125,109587.6328125,109599.28125,0
2025-09-27 07:15:00+00:00,109560.03125,109625.1640625,109560.03125,109608.515625,0
2025-09-27 07:30:00+00:00,109469.59375,109548.5625,109468.765625,109548.5625,0
2025-09-27 07:45:00+00:00,109453.53125,109454.28125,109393.5625,109454.28125,0
2025-09-27 08:00:00+00:00,109349.46875,109444.7265625,109320.9296875,109444.7265625,20566016
2025-09-27 08:15:00+00:00,109394.4296875,109394.4296875,109339.1171875,109353.2890625,0
2025-09-27 08:30:00+00:00,109360.671875,109390.3828125,109360.671875,109390.3046875,931213312
2025-09-27 08:45:00+00:00,109328.6875,109382.0546875,109316.0234375,109366.90625,171180032
2025-09-27 09:00:00+00:00,109243.0625,109340.8671875,109226.9609375,109325.609375,241197056
2025-09-27 09:15:00+00:00,109160.3515625,109236.6875,109160.3515625,109227.921875,118796288
2025-09-27 09:30:00+00:00,109330.28125,109338.234375,109162.40625,109162.40625,1111539712
2025-09-27 09:45:00+00:00,109358.0546875,109391.921875,109317.5078125,109330.65625,116883456
2025-09-27 10:00:00+00:00,109341.2734375,109363.359375,109322.7890625,109355.65625,797794304
2025-09-27 10:15:00+00:00,109339.84375,109348.2890625,109328.9375,109340.34375,18198528
2025-09-27 10:30:00+00:00,109411.0078125,109488.015625,109337.5546875,109338.9375,0
2025-09-27 10:45:00+00:00,109477.4765625,109504.015625,109449.7734375,109449.7734375,683270144
2025-09-27 11:00:00+00:00,109405.4296875,109486.046875,109405.4296875,109479.359375,904204288
2025-09-27 11:15:00+00:00,109374.921875,109405.7109375,109354.390625,109404.03125,0
2025-09-27 11:30:00+00:00,109361.59375,109387.171875,109359.046875,109375.671875,0
2025-09-27 11:45:00+00:00,109351.46875,109355.7265625,109331.9921875,109355.7265625,0
2025-09-27 12:00:00+00:00,109322.5078125,109350.15625,109322.5078125,109348.203125,761712640
2025-09-27 12:15:00+00:00,109306.875,109339.8515625,109302.890625,109339.8515625,0
2025-09-27 12:30:00+00:00,109470.2578125,109470.2578125,109289.09375,109322.140625,0
2025-09-27 12:45:00+00:00,109491.625,109491.625,109410.5625,109461.2578125,719396864
2025-09-27 13:00:00+00:00,109399.5703125,109452.640625,109388.015625,109427.171875,727162880
2025-09-27 13:15:00+00:00,109421.390625,109446.5703125,109379.6171875,109379.6171875,17031168
2025-09-27 13:30:00+00:00,109400.375,109421.2890625,109388.6171875,109412.171875,0
2025-09-27 13:45:00+00:00,109380.9609375,109410.9765625,109380.6015625,109409.6640625,0
2025-09-27 14:00:00+00:00,109401.6328125,109422.734375,109367.453125,109372.265625,44646400
2025-09-27 14:15:00+00:00,109366.6484375,109390.8984375,109366.6484375,109390.8984375,0
2025-09-27 14:30:00+00:00,109376.7578125,109390.546875,109366.9140625,109375.75,0
2025-09-27 14:45:00+00:00,109331.796875,109357.625,109314.875,109347.0546875,699936768
2025-09-27 15:00:00+00:00,109266.921875,109344.390625,109266.921875,109344.390625,677642240
2025-09-27 15:15:00+00:00,109312.1015625,109351.7109375,109277.265625,109277.265625,926210048
2025-09-27 15:30:00+00:00,109384.3203125,109412.6875,109294.1640625,109306.515625,0
2025-09-27 15:45:00+00:00,109434.171875,109462.671875,109386.5703125,109386.5703125,83513344
2025-09-27 16:00:00+00:00,109399.9609375,109435.515625,109375.6640625,109435.515625,643244032
2025-09-27 16:15:00+00:00,109421.046875,109464.59375,109380.1171875,109391.9921875,74829824
2025-09-27 16:30:00+00:00,109436.1015625,109467.2578125,109418.796875,109418.90625,0
2025-09-27 16:45:00+00:00,109427.1796875,109438.046875,109390.2265625,109438.046875,138500096
2025-09-27 17:00:00+00:00,109381.8828125,109417.265625,109378.59375,109416.078125,1041987584
2025-09-27 17:15:00+00:00,109343.2578125,109381.9765625,109306.4375,109381.9765625,0
2025-09-27 17:30:00+00:00,109393.7265625,109400.140625,109346.71875,109346.71875,536391680
2025-09-27 17:45:00+00:00,109415.4609375,109423.7109375,109340.3828125,109388.4375,984184832
2025-09-27 18:00:00+00:00,109447.59375,109468.7890625,109404.171875,109425.1171875,654278656
2025-09-27 18:15:00+00:00,109444.65625,109468.5,109428.703125,109438.46875,0
2025-09-27 18:30:00+00:00,109437.828125,109449.125,109424.2421875,109444.3515625,0
2025-09-27 18:45:00+00:00,109476.515625,109476.515625,109432.109375,109432.109375,0
